Target_City,Target_District,Target_Lat,Target_Lon,API_Timezone,API_Station_ID,aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,55,106.2,2023-01-31:17,4.7,80,24.3,14.33,9.7,2023-02-01T00:00:00,2023-01-31T17:00:00,1675184400
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,56,108.5,2023-01-31:16,5.3,80,24.7,14.67,9.3,2023-01-31T23:00:00,2023-01-31T16:00:00,1675180800
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,56,110.9,2023-01-31:15,6,80,25,15,9,2023-01-31T22:00:00,2023-01-31T15:00:00,1675177200
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,56,107.6,2023-01-31:14,6,82,24.3,14.67,8.3,2023-01-31T21:00:00,2023-01-31T14:00:00,1675173600
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,55,104.3,2023-01-31:13,6,84,23.7,14.33,7.7,2023-01-31T20:00:00,2023-01-31T13:00:00,1675170000
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,54,101,2023-01-31:12,6,86,23,14,7,2023-01-31T19:00:00,2023-01-31T12:00:00,1675166400
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,56,97.5,2023-01-31:11,4.3,91.3,24.3,14.67,6.3,2023-01-31T18:00:00,2023-01-31T11:00:00,1675162800
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,57,94,2023-01-31:10,2.7,96.7,25.7,15.33,5.7,2023-01-31T17:00:00,2023-01-31T10:00:00,1675159200
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,59,90.5,2023-01-31:09,1,102,27,16,5,2023-01-31T16:00:00,2023-01-31T09:00:00,1675155600
Khanh Hoa,Dien Khanh,12.2549,109.0933,Asia/Ho_Chi_Minh,,59,91.4,2023-01-31:08,1,103,27.3,16.33,5.3,2023-01-31T15:00:00,2023-01-31T08:00:00,1675152000
