epoch,train_loss,val_loss,time,pm25_rmse,pm25_mae,pm25_r2,pm25_mape,pm10_rmse,pm10_mae,pm10_r2,pm10_mape,co_rmse,co_mae,co_r2,co_mape,o3_rmse,o3_mae,o3_r2,o3_mape,no2_rmse,no2_mae,no2_r2,no2_mape,so2_rmse,so2_mae,so2_r2,so2_mape
1,0.14461228028464485,0.1713581925682854,5.190821409225464,58.03440941184161,10.182668685913086,0.848462700843811,46.836575,72.46200176105232,15.84632682800293,0.8475080728530884,39.081734,1772.722200458944,326.64031982421875,0.3359106183052063,82.201195,20.19074461759374,12.907949447631836,0.6740089654922485,87.25064,21.382636953517625,9.583305358886719,0.5810476541519165,57.49148,45.74937296786837,13.817473411560059,0.5872098207473755,39.067528
2,0.12976249480541324,0.16684048361422724,4.773088455200195,51.350953351970496,9.689379692077637,0.8813560605049133,42.993336,64.81613116636167,15.264764785766602,0.8779908418655396,36.6787,1695.1044215622824,319.3680419921875,0.392791211605072,75.01849,19.77341280618766,12.398727416992188,0.6873457431793213,79.633545,21.298149580118675,9.469255447387695,0.5843518972396851,54.897552,44.4827161505771,13.382898330688477,0.6097511053085327,36.62397
3,0.12552074977839497,0.16507818013952488,4.0586607456207275,56.37534428594982,9.986102104187012,0.8570030331611633,44.70142,70.23940992798309,15.609137535095215,0.8567191958427429,37.710426,1852.48562747461,328.78167724609375,0.27480489015579224,83.06774,19.49644476930546,12.041007041931152,0.6960431933403015,81.499664,21.40362595116589,9.534027099609375,0.5802248120307922,57.10962,44.27279300197032,13.077696800231934,0.6134257316589355,37.308205
4,0.1233553697263271,0.16498085778010518,4.189675807952881,71.66446747473604,11.321040153503418,0.768923282623291,47.161068,87.9272243241179,17.239913940429688,0.7754707336425781,39.997128,1851.5253846491007,330.34161376953125,0.2755565643310547,88.7732,19.38576754731258,12.016058921813965,0.6994844079017639,82.39488,21.786395610366718,9.54483413696289,0.5650765895843506,57.71903,45.411099620577346,13.322162628173828,0.5932916402816772,37.862286
5,0.12175889814298757,0.16303180877053947,4.05334734916687,54.127237251683184,9.965871810913086,0.8681803345680237,43.573,68.20717878846222,15.603586196899414,0.8648903369903564,37.115105,1772.7450465309444,323.9712829589844,0.33589351177215576,78.58566,19.117453289171962,11.880830764770508,0.7077455520629883,79.439445,20.84927775277839,9.309255599975586,0.6016873717308044,53.626644,45.01894132612405,13.131267547607422,0.6002857685089111,35.974606
6,0.12043489132758597,0.16204832108658657,4.137304067611694,57.24756707098455,9.696447372436523,0.8525439500808716,45.444427,71.41444838056232,15.3170747756958,0.851885199546814,38.26713,1823.7014558309702,330.33489990234375,0.2971661686897278,88.246956,19.04480479930813,11.65310001373291,0.7099625468254089,80.88656,21.186544301131985,9.453252792358398,0.5886965990066528,56.42355,44.675081589618415,12.855884552001953,0.6063685417175293,36.635815
7,0.11922051162052323,0.159801178595476,4.122011423110962,49.864560212984685,9.226142883300781,0.8881251811981201,42.71434,63.23386922209391,14.732872009277344,0.8838750123977661,36.200947,1712.2949512277376,318.7403259277344,0.3804129958152771,81.59764,18.948037014146166,11.54917049407959,0.7129024267196655,75.386246,20.74723558510454,9.210092544555664,0.605576753616333,53.072803,44.60599538423899,12.698803901672363,0.607585072517395,34.901375
8,0.11838508591475622,0.15870332567576775,4.07777738571167,55.72026822454846,9.697694778442383,0.8603069186210632,45.15707,70.07319694210832,15.288103103637695,0.8573965430259705,38.161076,1780.9596430014915,318.92626953125,0.3297245502471924,85.34051,18.73241036925541,11.492504119873047,0.7193995714187622,79.18346,20.752705960609088,9.204636573791504,0.6053686738014221,54.694145,44.73801368147744,12.802236557006836,0.6052588224411011,35.804604
9,0.11769230013162317,0.15959624998402178,4.057624816894531,54.748700130830734,9.68480396270752,0.8651359677314758,45.270695,68.94706486795685,15.300724029541016,0.8619431853294373,38.05784,1844.2228037848356,333.1018981933594,0.28125983476638794,84.644714,18.65515644695983,11.436652183532715,0.7217092514038086,81.91276,20.943204825650266,9.345319747924805,0.598090410232544,54.938675,45.53698702703112,12.940652847290039,0.5910335779190063,36.072124
10,0.11702608949386738,0.15847358944123252,4.015892267227173,48.0912853697593,9.158650398254395,0.8959406018257141,41.27018,61.22929138122436,14.60262680053711,0.8911208510398865,35.01342,1689.9605024970258,320.131103515625,0.396470844745636,74.22934,18.678989067087098,11.472084045410156,0.72099769115448,74.87307,20.5292737407407,9.163854598999023,0.613820493221283,51.00695,43.9350633881627,12.684481620788574,0.6193011403083801,34.138195
