timestamp,pm25,pm10,co,o3,no2,so2,temp,rh,dewpt,precip,clouds,wind_spd,wind_dir,wind_gusts,soil_temp_0_7,soil_moist_0_7,oxidation_potential,pollution_load,no2_so2_log_diff,humid_sulfate_risk,thermal_stability,dust_source_potential,is_frozen,is_outlier,is_pm25_sensor_error,is_weekend_holiday,is_extreme_pm25_1h_ago,station_id,province,district,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_roll_mean_6,pm25_roll_mean_12,pm25_roll_std_6,hour_sin,hour_cos,month_sin,month_cos
2023-01-01 00:00:00,59.0,73.8,205.60000000000002,53.0,9.3,70.0,11.2,75.0,6.9,0.0,0.0,1.7999999999999998,357.0,2.9,14.299999999999999,0.212,4202.9,284.90000000000003,-1.9305359818057255,5250.0,-3.0999999999999996,1.4851485148514851,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387
2023-01-01 01:00:00,71.0,88.8,196.7,54.0,7.0,70.0,10.800000000000002,77.0,6.9,0.0,2.0,1.71,353.0,2.9,13.9,0.212,4158.0,273.7,-2.1832383353614797,5390.0,-3.099999999999998,1.4108910891089108,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,59.0,59.0,59.0,59.0,59.0,65.0,65.0,8.48528137423857,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
2023-01-01 02:00:00,77.0,96.3,196.5,51.7,6.699999999999999,68.7,10.4,79.0,6.8000000000000025,0.0,9.0,1.77,344.0,2.8,13.4,0.212,3898.1800000000003,271.9,-2.20297998890684,5427.3,-3.0,1.4603960396039604,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,71.0,59.0,59.0,59.0,59.0,69.0,69.0,9.16515138991168,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
2023-01-01 03:00:00,92.0,115.0,196.3,49.3,6.300000000000001,67.3,10.100000000000001,79.0,6.8000000000000025,0.0,12.0,1.99,342.0,3.2,13.1,0.212,3628.4799999999996,269.90000000000003,-2.2360354184223987,5316.7,-2.9999999999999982,1.641914191419142,0.0,0.0,0.0,1,1,5,Ha Noi,Gia Lam,77.0,59.0,59.0,59.0,59.0,74.75,74.75,13.720422734012244,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
2023-01-01 04:00:00,64.0,80.0,196.10000000000002,47.0,6.0,66.0,9.9,80.0,6.6999999999999975,0.0,13.0,1.87,344.0,3.2,12.9,0.212,3384.0,268.1,-2.2587824703356523,5280.0,-3.0,1.542904290429043,0.0,0.0,0.0,1,1,5,Ha Noi,Gia Lam,92.0,71.0,59.0,59.0,59.0,72.6,72.6,12.817956155331473,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
2023-01-01 05:00:00,72.0,90.0,201.3,43.0,8.0,64.0,9.9,80.0,6.6,0.0,2.0,2.16,347.0,3.4,12.6,0.212,3096.0,273.3,-1.9771626925594172,5120.0,-2.6999999999999993,1.7821782178217824,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,64.0,77.0,59.0,59.0,59.0,72.5,72.5,11.467344941179714,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
2023-01-01 06:00:00,64.0,80.0,206.60000000000002,39.0,10.0,62.0,9.8,80.0,6.5,0.0,0.0,2.12,352.0,3.7,12.4,0.212,2808.0,278.6,-1.745239453593162,4960.0,-2.5999999999999996,1.7491749174917492,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,72.0,92.0,59.0,59.0,59.0,73.33333333333333,71.28571428571429,10.424330514074592,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2023-01-01 07:00:00,63.0,78.8,211.8,35.0,12.0,60.0,10.3,83.0,7.6,0.0,0.0,2.12,352.0,3.4,14.4,0.213,2520.0,283.8,-1.5459245067117746,4980.0,-4.1,1.7477328936521022,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,64.0,64.0,71.0,59.0,59.0,72.0,70.25,11.2605506082074,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
2023-01-01 08:00:00,67.0,83.8,206.0,44.7,10.3,65.0,13.100000000000001,72.0,8.2,0.0,0.0,2.2,357.0,4.5,14.6,0.213,3365.9100000000003,281.3,-1.7648520163081303,4680.0,-1.4999999999999982,1.8136850783182192,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,63.0,72.0,77.0,59.0,59.0,70.33333333333333,69.88888888888889,11.111555546667025,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
2023-01-01 09:00:00,75.0,93.8,200.2,54.3,8.7,70.0,15.4,58.0,7.199999999999999,0.0,0.0,2.72,17.0,6.1,15.8,0.213,4273.41,278.9,-1.9905539915319785,4060.0,-0.40000000000000036,2.24237427864798,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,67.0,64.0,92.0,59.0,59.0,67.5,70.4,4.929503017546507,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2023-01-01 10:00:00,57.0,71.3,194.3,64.0,7.0,75.0,17.0,53.0,7.199999999999999,0.0,0.0,2.4,17.0,6.2,17.2,0.212,5248.0,276.3,-2.2512917986064953,3975.0,-0.1999999999999993,1.9801980198019802,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,75.0,63.0,64.0,59.0,59.0,66.33333333333333,69.18181818181819,6.501281924871956,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
2023-01-01 11:00:00,62.0,77.5,188.5,71.7,7.699999999999999,85.3,18.6,48.0,7.4,0.0,0.0,1.94,12.0,6.1,18.9,0.212,6668.1,281.5,-2.294506572428844,4094.3999999999996,-0.29999999999999716,1.6006600660066006,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,57.0,67.0,72.0,59.0,59.0,64.66666666666667,68.58333333333333,6.022181221672664,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
2023-01-01 12:00:00,59.0,73.8,182.7,79.3,8.3,95.7,19.9,45.0,7.699999999999999,0.0,43.0,1.71,7.0,5.6,20.4,0.211,8247.199999999999,286.7,-2.341599002300038,4306.5,-0.5,1.4120561519405448,0.0,0.0,0.0,1,0,5,Ha Noi,Gia Lam,62.0,75.0,64.0,59.0,59.0,63.833333333333336,68.58333333333333,6.462713568360191,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
